study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB19856	SAMEA103893313	ERX1933891	ERR1873366	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1873366/ERR1873366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1873366/ERR1873366_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873366/S275.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873366/S275.2.fq.gz	
PRJEB19856	SAMEA103893314	ERX1933892	ERR1873367	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1873367/ERR1873367_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1873367/ERR1873367_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873367/S293.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873367/S293.2.fq.gz	
PRJEB19856	SAMEA103893315	ERX1933893	ERR1873368	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1873368/ERR1873368_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1873368/ERR1873368_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873368/S295.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873368/S295.2.fq.gz	
PRJEB19856	SAMEA103893316	ERX1933894	ERR1873369	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/009/ERR1873369/ERR1873369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/009/ERR1873369/ERR1873369_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873369/S299.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873369/S299.2.fq.gz	
PRJEB19856	SAMEA103893317	ERX1933895	ERR1873370	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/000/ERR1873370/ERR1873370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/000/ERR1873370/ERR1873370_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873370/S302.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873370/S302.2.fq.gz	
PRJEB19856	SAMEA103893318	ERX1933896	ERR1873371	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/001/ERR1873371/ERR1873371_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/001/ERR1873371/ERR1873371_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873371/S303.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873371/S303.2.fq.gz	
PRJEB19856	SAMEA103893319	ERX1933897	ERR1873372	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/002/ERR1873372/ERR1873372_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/002/ERR1873372/ERR1873372_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873372/S306.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873372/S306.2.fq.gz	
PRJEB19856	SAMEA103893320	ERX1933898	ERR1873373	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1873373/ERR1873373_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1873373/ERR1873373_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873373/S309.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873373/S309.2.fq.gz	
PRJEB19856	SAMEA103893321	ERX1933899	ERR1873374	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/004/ERR1873374/ERR1873374_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/004/ERR1873374/ERR1873374_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873374/S323.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873374/S323.2.fq.gz	
PRJEB19856	SAMEA103893322	ERX1933900	ERR1873375	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1873375/ERR1873375_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1873375/ERR1873375_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873375/S324.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873375/S324.2.fq.gz	
PRJEB19856	SAMEA103893323	ERX1933901	ERR1873376	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1873376/ERR1873376_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1873376/ERR1873376_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873376/S348.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873376/S348.2.fq.gz	
PRJEB19856	SAMEA103893324	ERX1933902	ERR1873377	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1873377/ERR1873377_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1873377/ERR1873377_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873377/S352.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873377/S352.2.fq.gz	
PRJEB19856	SAMEA103893325	ERX1933903	ERR1873378	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1873378/ERR1873378_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1873378/ERR1873378_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873378/S355.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873378/S355.2.fq.gz	
PRJEB19856	SAMEA103893326	ERX1933904	ERR1873379	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/009/ERR1873379/ERR1873379_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/009/ERR1873379/ERR1873379_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873379/S361.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873379/S361.2.fq.gz	
PRJEB19856	SAMEA103893327	ERX1933905	ERR1873380	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/000/ERR1873380/ERR1873380_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/000/ERR1873380/ERR1873380_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873380/S370.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873380/S370.2.fq.gz	
PRJEB19856	SAMEA103893328	ERX1933906	ERR1873381	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/001/ERR1873381/ERR1873381_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/001/ERR1873381/ERR1873381_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873381/S405.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873381/S405.2.fq.gz	
PRJEB19856	SAMEA103892593	ERX1938496	ERR1877971	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/001/ERR1877971/ERR1877971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/001/ERR1877971/ERR1877971_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1877971/S041.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1877971/S041.2.fq.gz	
